RA - Decimal,Dec - Decimal
189.2959079,-69.13556479
84.9122543,-34.07410972
28.66004579,20.80803147
275.2485148,-29.82810164
21.45396446,60.23528403
208.6711622,18.39772072
224.6330223,-43.13396386
74.2484212,33.16609958
161.6924115,-49.42025678
109.2856533,-37.09747117
262.690988,-37.29581348
161.6924493,-49.42026029
296.5649179,10.61326133
200.1492201,-36.71230458
245.9978776,61.51423545
190.415181,-1.449372806
222.7196379,-16.04177653
243.5864105,-3.694322556
265.868136,4.567304301
183.7863197,-58.74892693
160.7391749,-64.39445022
233.7852015,-41.16675686
83.85825795,-5.909900983
247.5549981,21.48961133
76.96243954,-5.086445972
195.5441577,10.9591504
6.437793167,-77.25424611
83.775,9.933333333
250.3215043,31.60271869
262.6081737,52.30138871
121.8860368,-24.30432443
248.9706369,-28.21601709
276.9926697,-25.4216985
334.6253949,-60.25959064
190.3793073,-48.95991232
326.7601843,-16.12728709
82.0613465,-20.75944105
3.308963462,15.18359354
29.69247779,-61.56985966
58.53301031,31.88363368
238.7856753,-63.43072654
261.3249515,-55.52988521
296.2436606,45.13081002
56.8711523,24.10513565
95.74011192,22.51358275
194.0069426,38.31837614
287.4409705,-21.02361398
250.3227706,31.6019369
190.3792307,-48.95957685
59.46346686,40.01021532
111.7876739,8.289315763
322.8897155,-5.571175557
245.2971488,-25.59279208
229.7274249,-68.67954593
239.7129718,-26.11410795
46.19912809,53.50643576
102.4840352,-50.61456769
59.50736229,-13.50851938
331.445983,0.319849102
187.4660632,-16.51543126
340.7505155,30.22111863
262.9603814,-49.87614501
100.9830261,25.13112541
146.4628054,23.77425579
182.5311691,-22.61976722
252.9675654,-38.04739873
75.49220442,43.8232976
271.4520337,-30.42408985
286.3525334,13.86347728
146.7755071,-65.07200742
266.8961714,-40.12699704
95.07830017,-30.06336673
113.6504186,31.88849199
32.38594633,34.98729706
199.7304049,-23.17151428
270.275,2.9
230.1821502,71.83401654
55.73126773,47.78754851
167.4158695,44.49848668
328.4821925,-37.36485527
218.0194658,38.30825119
105.7561338,-23.83329231
84.41118926,21.14254411
155.582249,41.4995192
258.6619091,14.39034061
288.1387582,67.66154044
254.6550507,-55.99014453
305.2527012,-14.78149406
292.6803355,27.95968008
133.8484422,5.945565383
162.4062031,-16.19364889
274.4068127,-36.7616852
309.3918,-47.29150072
224.7903539,-42.10419637
87.7399675,-35.76830978
258.7579608,24.83920697
134.8019155,48.04183153
142.8054955,-57.03437716
134.8018901,48.04182614
140.2637531,34.39256237
281.4141088,-26.99077623
173.9453295,-63.01983236
257.1966498,65.71468427
99.4402973,-43.19593338
143.2143079,51.67730031
76.62872239,41.23447576
76.36527237,-22.37103441
258.7618098,36.80916232
44.56533008,-40.30467935
72.46004544,6.961274526
220.6267483,-64.97513707
230.3430218,-40.64750617
254.4170744,9.375031277
292.6803583,27.95967778
318.2341081,30.22691546
267.4645034,-37.04330487
226.017567,-25.28196129
302.8261887,0.821461845
322.1649869,70.56071519
244.5803739,-4.692509574
275.3275023,-2.898826832
284.7359267,32.68955564
112.307627,-43.30143324
260.5024139,-24.99954638
257.59432,-15.7251822
56.80975259,-74.2389635
158.0060957,-61.68533231
139.1069401,-67.47656529
93.71935536,22.50678733
343.6625476,-15.82079113
9.83197992,30.86102176
211.5929062,-26.68236177
68.49907163,-55.04497897
231.2323943,58.96606512
78.2329383,-16.20545938
117.3235653,-24.85978624
102.0477297,-61.94138911
16.520998,-46.71841069
286.7350221,-27.67044706
183.8565026,57.03261545
258.0383152,-43.23919181
258.6618864,14.39037105
153.4342391,-70.03790453
269.756633,-9.773633292
261.3485805,-56.37772633
332.7136538,58.20126266
81.11923633,-2.397147528
168.5600186,15.42957058
154.2707304,-61.33230231
101.3223513,12.89559198
291.3745891,3.114779472
63.60618391,-62.4738588
230.6702844,-44.68961518
28.59885907,63.67010339
131.693801,6.418801528
193.9008692,3.39747034
203.6733057,0.595836018
207.3761518,-41.68770891
46.29414104,38.84027619
253.875,-40.83333333
253.725,-40.73333333
137.7420266,-58.96689367
146.3117134,-62.5079033
311.2395583,-66.2032141
311.3223981,61.83878243
60.17006549,12.49034054
67.16560228,15.87086739
340.365503,10.83136331
151.8331328,16.76266119
154.1725665,23.41731169
240.0305327,-38.39670868
22.09136361,-43.31823616
228.0712331,-52.09924775
127.5661277,60.71816986
28.27044623,29.5788278
266.6146945,27.72067722
282.5199802,33.36266944
286.5622488,-4.882564305
207.4041193,-42.47373044
119.1946801,-52.98233176
12.27621132,57.81518771
10.68470833,41.26875
190.415099,-1.449394953
154.2740569,42.91437949
17.14746451,-10.18226582
149.2155903,-54.56778862
276.7434002,-45.96845827
342.1387429,-51.31687005
83.78449689,9.934154265
105.4297824,-27.93483049
40.82516292,3.235816389
299.6892859,19.49214669
342.5008048,24.60158288
233.7851616,-41.16679195
169.619736,33.09430853
190.4147608,-1.449402127
228.875679,33.31483127
26.01701426,-15.9374796
250.7240212,38.92225357
284.4324962,-21.10665591
233.7849104,-41.16676775
264.396666,-15.39855387
225.4865099,40.39056684
124.1288375,9.185543868
145.2876377,9.892308384
86.73892066,-14.82194998
214.8509258,-46.05809546
67.15416174,19.18042906
110.0307491,21.98231604
237.405029,-3.430204389
342.4200706,66.20040656
55.81208699,-9.763391234
173.2504794,-31.85762318
40.82517159,3.235824146
253.0839388,-38.01753496
230.4515403,-36.26137569
135.9063651,47.15652472
4.856975681,-8.823919738
332.5499386,6.197863264
191.5702761,-68.1080969
109.5232505,16.5403879
64.47359336,-33.79834914
169.8351982,-14.77853925
302.1817061,-66.18206758
24.49815414,48.62821376
116.1118899,24.39799645
34.12744013,-51.51216542
275.264094,72.73284772
304.5135664,-12.54485232
266.4332752,-64.72387205
234.2560425,-28.13508129
79.40161902,-6.844408385
21.00585535,-8.183255904
217.9574567,30.37143836
185.340039,-60.40114696
81.1192386,-2.3971369
42.49597184,27.26050723
81.11971258,-2.397030959
51.20329775,9.028887259
86.11579539,-22.44838355
103.1972453,33.96125485
108.8333333,-30.68333333
177.673826,1.764719728
283.7629167,-30.47833333
291.35,20.18333333
142.6749983,-40.46673933
116.3137351,-37.96858328
152.6470358,-12.35412748
22.87087608,15.34582459
345.4802691,42.3259815
253.6458514,-42.36131686
195.5677697,-71.54885423
262.7746363,-60.68384782
57.29059411,24.05341674
309.3872554,14.59508875
130.0732731,-52.92188895
347.3616534,-21.17241145
234.6640396,-29.77774878
64.94834937,15.62764317
337.2079452,0.019942833
176.4017465,-66.72876221
313.7025116,-58.45415606
9.242850778,53.89690759
83.78449004,9.934155861
271.657797,-50.0914757
142.8821197,63.06186148
325.0227353,-16.66230755
236.5468931,15.42183219
211.0972915,64.37585053
72.80151967,5.605103418
130.8980731,-33.18638605
231.9572147,29.10570066
237.7040259,4.477730876
118.0542969,-40.57578186
49.87917599,-21.75786249
56.21890367,24.11333645
349.2914062,3.282288326
269.4411905,29.24787986
28.98940026,-51.60888154
227.9836502,-48.7378132
298.8283023,6.406761806
89.88174341,54.28473796
176.5125586,47.77940629
89.10122085,-14.16769969
27.86516554,-10.33502598
325.3689251,-77.39000876
318.6978855,38.04531781
316.2327595,43.92785124
53.23268735,-9.458258657
73.56291044,2.440670554
85.18988003,-1.943218622
221.562189,1.892884582
271.837433,9.56384725
97.20445713,-7.033058361
321.6667764,-22.4113345
252.4464855,-59.04137708
107.1869318,-70.49892318
337.2927709,58.41519829
268.3822068,56.87264285
51.79224371,9.732739485
75.61953078,41.07583888
266.9731656,2.707277774
136.0386662,-47.09773743
292.4264947,51.7297794
126.4341447,-66.13689027
289.2757027,53.36845927
65.73375432,17.54251555
245.48006,19.15312828
83.40630222,-62.48981197
337.8229221,50.28249117
331.7527586,25.34510448
286.1707574,-21.7414957
311.9189692,-9.495774364
220.2872983,13.72830464
42.67420663,55.89549655
84.68652719,-2.600079086
106.0272116,20.5702983
111.4316472,27.79808135
343.1536551,-7.579606384
169.5455495,31.5292889
163.3735635,-58.8531712
221.9654668,-79.0447509
56.29846681,42.5785508
264.866192,46.00633336
298.1181989,1.005658228
309.90953,15.91207326
283.375,36.91666667
133.7617843,-60.64461106
303.4079617,46.74131634
209.5677783,-42.10075398
47.37404816,44.85754065
147.7473208,59.03873571
156.5226096,-16.83628969
130.1565424,-46.64874361
156.9697032,-58.73940296
354.3910109,46.45814944
68.88765973,-30.56234159
108.7027244,-26.77266937
296.8469439,18.53431118
271.885628,28.76249107
318.6979298,38.04544749
56.07971683,32.28824803
163.327937,34.21487153
278.8017823,-8.244070248
167.1474583,-58.97503771
56.04994182,-64.80688288
335.41406,-1.387338059
243.8594574,-63.68568033
67.14373348,15.9621804
239.1132612,15.66161681
275.9245403,21.76974594
159.3255831,-48.22562081
172.8509198,69.33107489
48.01886399,-28.98762047
87.83040053,-20.87908976
95.52840384,-33.43637794
273.4408702,-21.05883169
153.6839822,-42.12194258
125.6286496,-59.5095554
248.3628491,-78.89714922
239.221151,-29.21407255
63.50047687,-42.29436756
86.82119871,-51.06651143
189.4256811,-48.54130832
56.45669401,24.36774621
69.5451004,-14.30402318
82.8031208,-35.4705168
103.533138,-24.18421299
44.10687285,-8.898145028
14.1883838,38.4993439
158.2027987,9.306585957
2.352663312,-45.7474204
209.6697862,-44.80358582
244.9351528,46.31336453
347.5897398,-45.2467124
200.9846792,54.92180723
148.1909023,26.0069533
202.7610691,-39.40730528
220.7650951,-5.658203531
269.0632523,37.25053732
299.0765509,35.08342299
188.1167226,-72.13298881
60.78908193,5.989299768
188.3705919,69.78823142
69.54510425,-14.30398315
102.4602472,-32.50847847
226.2801457,-47.0510636
126.4151334,-3.906421617
184.9764537,0.666833214
247.7284298,1.983922472
167.9166667,-60.30972222
56.07971648,32.28824744
99.1709899,-19.25587942
144.964006,-1.142809303
233.8815784,-14.78953551
142.6746907,-40.46683083
131.5068496,-46.04152895
187.0099253,-50.23063534
297.0431239,70.2679258
139.711016,36.80259253
255.0723907,30.92640458
43.46989438,-49.88964806
69.07975601,-3.352460188
115.3118024,-9.551130856
115.951953,-28.95482556
341.6328244,23.56565448
290.4181642,-17.84719912
270.1613061,2.931554272
318.9559663,5.247845281
22.81293646,-49.07270301
30.85877575,72.42129382
314.2934128,41.16713864
131.1712467,18.1543065
6.550840944,-43.67983137
300.1481482,-72.91050549
290.9715618,-40.61593624
137.8196704,-62.31698042
115.4552542,-72.60609907
237.7397429,-33.62716537
87.87238225,39.14849916
210.9554578,-60.37318301
130.0255985,-35.30835143
43.56445171,52.76246812
135.1599195,41.78294586
66.00920405,-34.01684735
89.78668831,-42.81513394
93.71389027,-6.274774448
182.9130335,-52.36844631
241.7017788,-20.66919173
337.317395,-43.49556237
303.8680068,47.71422829
350.7426086,-20.10058231
342.3979232,-13.5926324
349.3572949,-58.23575201
48.01887219,-28.98761906
109.2075995,-67.95715232
135.6116497,-66.39607576
240.4722765,58.56525157
71.37562659,-3.254660156
34.32861264,33.84719307
182.1034022,-24.7288751
242.9988987,-19.46070447
283.8337593,43.94609208
220.4899612,-37.79349834
16.52123031,-46.71849869
191.5700081,-68.10812212
280.758897,-71.42811291
201.3064076,54.98795966
132.6330118,-27.70984503
307.3488984,30.36855466
156.0987749,-74.03161211
290.6595784,-44.4589854
17.09617291,-55.24575803
131.6742582,28.75989387
323.4952208,45.59183829
75.85454013,60.44224709
30.00128817,-21.07783183
285.4201128,-5.739114841
284.9056734,15.0683002
184.3928215,-67.96073573
244.9600928,-50.15550619
62.96641483,-6.837579552
62.16538399,47.71251193
271.3636883,2.500098833
308.3032163,11.30326144
338.8390886,0.117496889
215.1393012,-37.88529309
170.2841396,6.029325263
176.4648316,6.52937258
193.6484356,-57.17792292
131.0997725,-42.64927592
124.6314716,-76.91972123
216.2991543,51.85074358
220.9143317,-35.17365518
235.6857056,26.29563438
184.6093175,-64.00308728
219.4717743,-49.42582771
227.2108869,-45.27986138
254.8960367,-53.16043647
229.3785423,-58.80120481
59.74125955,35.79103145
74.09281715,13.51447033
113.9806276,26.89575318
11.83468946,24.26717801
170.9810551,10.52950625
171.2205151,-17.68400833
25.915158,50.68873134
316.4867826,-17.23286169
39.87064913,0.328509583
164.9436036,-18.29878257
207.3693366,15.79790563
325.8769211,58.78004449
103.547499,-12.03862807
214.0036229,-6.000545374
170.2516858,-54.49102356
287.3680874,-37.90447284
45.59791413,-23.62447044
84.22661744,9.29066932
237.1849032,18.14156506
143.6110451,-59.22975195
35.43725255,-68.65941362
6.022329167,-72.08144444
320.5216637,19.80451013
16.52103212,-46.718404
287.5073158,-39.34079566
39.89733837,-68.26694731
52.71826234,12.93668024
24.19934233,41.40545675
176.6284274,-61.17839899
234.1800926,-66.31703706
41.04994601,49.22844753
147.8695577,-14.84660306
117.309564,-46.37320617
337.4393084,-43.74922133
30.51175823,2.763771961
44.56835555,-40.30469445
345.2199907,-52.75413071
40.16681252,-39.85537615
80.98678199,-7.808064779
105.9395544,-15.6332861
354.9876724,5.62629098
181.302252,8.732986052
312.9553789,-26.91913644
158.8671133,-78.60778669
311.5238859,-25.27089754
341.5146291,-81.38161444
90.5958195,9.647272778
239.3968811,26.87787877
233.2324256,31.35913228
277.2077492,-49.07058673
298.8154038,-41.86828855
129.4140404,5.703788174
326.1613968,25.64503775
181.7204125,-64.61372899
97.24077556,20.2121349
355.1021151,44.33393239
129.4109699,-42.9890804
233.7005754,10.53889454
91.03006433,23.26334447
107.9660866,0.492769674
333.992403,37.74873293
247.7284118,1.983905135
261.5925729,-24.17531083
249.093633,-35.25532786
8.249963318,62.9317826
63.7244272,48.40933088
334.2084848,-7.783291121
238.4564086,-16.72929395
57.36352199,-36.20025112
241.0922274,-11.3731039
260.9206005,37.14594279
122.3721593,-47.34528741
340.1639362,-27.04360219
326.698368,49.30956975
214.0959117,46.0883057
56.58155768,23.9483559
112.2779953,31.78454925
119.2147458,-22.88012055
207.3613406,-34.45077581
281.4155238,20.54631031
248.5257557,42.4369819
78.1625,73.97472222
56.71203413,-23.2497235
80.57708333,41.025
82.69604546,5.948136806
83.7875,-4.431666667
341.6732549,12.17288485
64.00661763,-51.48664418
150.65,-60.12
66.34235439,22.29387154
241.6481115,-36.80226557
283.0543094,-62.18759232
343.9870846,-32.53962379
156.9708317,36.70721001
213.2239391,-10.27370389
286.6046256,-37.06344169
251.4926502,82.03726302
307.3952716,62.99406155
52.26720383,59.94033702
275.189301,71.33781942
348.5806652,-6.048999613
281.7935946,-4.747878859
321.6108535,-65.36619847
321.6104083,-65.36803611
17.18700022,86.25708999
265.3536369,-12.87530795
184.5867691,-79.31224193
54.12241593,48.19263304
206.4218534,-33.04372214
247.8455542,-34.70436517
311.4156377,30.71971544
5.01774988,-64.87479299
216.8814306,75.69599213
41.030622,-13.85869806
210.4116392,1.544531817
319.3539685,39.39468133
297.6413516,32.91405825
118.325658,-48.10293435
250.7694022,-77.51743412
134.6217112,11.85765171
17.37552342,47.24179428
89.9837429,45.93674337
125.7087917,43.18813123
68.91356374,10.16076708
348.9728969,-9.087733673
156.7879297,-31.06777305
169.5454215,31.52916086
188.4356034,41.35747913
197.9683074,27.87818154
311.6645799,16.12428774
36.74634073,-47.70384021
18.94234275,-68.87592656
66.37242522,17.92790565
144.2720324,81.32638087
70.56121932,22.95691514
69.17262573,41.26481147
26.34843886,9.157753427
264.1368871,-38.63525263
159.8266381,-55.60326732
261.8386488,-29.86703507
242.192362,44.93492561
57.1494885,-37.62015042
69.53942357,12.51083106
77.28659645,-8.754080784
14.6514971,-29.35745131
320.5616485,-16.83454439
331.6092809,-13.86968374
193.3591667,-40.17887335
247.7848638,-16.61273073
304.4119546,-12.50821433
49.9818789,-43.06978264
196.7276642,-49.90624509
290.8047394,-44.7997792
303.3494442,56.5677222
236.0146621,77.79449412
63.88357029,8.892358769
15.73586927,7.890134867
178.2271729,-33.90812978
66.57693198,22.81358014
7.886116975,-62.95821875
326.3621866,61.12080553
330.9477291,64.62797578
61.64601498,50.35126388
73.51254333,66.3426768
79.8938502,-13.17678911
115.8280291,28.88351172
337.8763766,-32.34607371
332.4968488,33.17822156
354.5341721,43.26807358
17.3755086,47.24179659
188.0176105,-16.19600458
66.37243083,17.92790497
54.21727001,0.399593588
53.44698387,-21.63288418
56.30206575,24.46728048
70.11046495,-19.67149231
90.5958197,9.647288306
112.0408043,8.925529988
130.8061458,3.398662975
351.9920637,6.378992222
37.03982108,8.460060225
174.2372119,0.823748973
283.6261806,36.89861481
156.8708333,-57.61666667
233.2324295,31.3591431
216.7301352,-83.66788523
177.4210727,-63.78845274
95.9425,4.595555556
142.9301147,22.96796956
261.6286692,4.14035766
130.1542816,-59.76100186
222.9095954,-43.57536015
139.0503036,-57.54147241
131.5938977,-13.54770838
163.9033191,24.74971731
197.4970217,17.52945525
180.7562554,-63.31292796
260.2069229,-12.84687591
272.1450608,-63.66855295
17.77567603,55.14990202
83.05313545,18.59423433
97.96402649,-23.41842169
122.1485276,-2.983787794
229.4576587,-30.14867125
241.8513674,-20.8687644
309.584511,-1.105121185
193.2787759,-48.94331217
210.4312549,-45.60337111
234.5133488,-42.56734566
346.7197103,-43.52035714
263.054153,86.58646066
132.1082107,5.837813426
125.1605856,-77.48447702
326.236706,-33.02578279
337.20787,0.01996465
186.734467,28.26842252
274.9654545,36.06454697
211.5115344,-41.17963299
272.1895476,20.81455774
242.9988889,-19.46069033
104.3191886,58.42276123
72.65301243,8.90018037
93.84453776,29.49807668
33.24999039,8.846722866
326.1278992,17.35001585
144.2064168,-49.35502447
215.0814276,-56.38649721
216.5450574,-45.37927842
52.64369699,47.99521678
89.38420657,-35.28328202
9.220205235,33.719344
294.1803227,-1.286606798
281.7551353,18.18151059
281.1931556,37.60511585
86.19324211,-65.73552808
10.83849338,-57.46305759
275.8068588,-61.49387122
337.3825938,47.70688686
47.90735272,19.72667769
61.17381184,22.08192341
94.138063,-35.1405175
353.2427457,-37.81826583
299.9340764,-35.27630693
120.5664025,2.334570055
9.638947222,29.31175794
151.9761274,9.997506395
253.5019646,10.16536063
295.2622481,17.47604185
295.0241327,18.01389017
289.092062,38.13372873
104.0342672,-17.05424096
260.2515633,-21.11293508
113.513251,-22.29606622
351.5116069,-20.64201751
165.038601,-42.225859
122.2568225,-19.24501446
91.89302448,14.76847392
197.4874348,-5.539018258
95.94204822,4.592857425
165.582399,20.1798407
288.4395347,39.14596669
121.9824756,-68.61706353
302.2222705,77.71141413
73.22362481,-5.452693667
88.59576246,20.27617279
109.6770267,-24.95437258
124.6388041,-36.65928864
349.4758905,-9.182518757
351.3449313,23.40410016
225.7251582,2.091304008
98.74408304,-52.97560886
161,-60.08666667
329.4794731,-54.99257612
284.2376288,-67.23349073
346.7197159,-43.52035387
349.7060032,-32.53202471
102.4638089,-53.62244949
346.9743907,75.38749864
83.70515849,9.489579948
0.490063442,-6.014074564
222.5720894,-27.96037181
262.6846249,26.11064236
269.6256212,30.18927417
119.5601633,-49.24491119
28.41142097,-46.302668
310.8647224,15.07457703
56.53556914,-12.10158248
107.7848768,30.24516197
122.8395511,-39.61854628
14.30166743,23.41764879
319.4795292,34.89688055
236.6108935,7.353067124
215.7593293,-39.51181924
218.1544028,-50.45715961
114.7077946,-26.80384611
270.4383285,1.305077091
63.81799886,-7.652871691
99.47259002,-18.23747615
129.6893228,3.341436138
246.7559791,-18.45624827
158.8970717,-57.5576343
74.32165039,53.7521015
161.4458536,-80.54018847
94.90576908,59.01096341
335.8900989,52.22904574
78.32283396,2.861263306
12.17060138,7.585081278
25.35789129,5.48761284
311.9343291,-5.027700549
305.9650862,32.19017197
123.5122644,-40.34790808
64.12095506,-59.30215594
78.30782889,-12.94128517
135.0225377,-41.25360526
167.9145072,-22.82584598
288.887412,73.35552017
58.57292417,-2.954734306
70.14047104,-41.86375208
78.07459127,-11.86921841
169.165415,-3.651604727
248.0341659,-21.46639222
293.5223064,7.378938777
292.1763748,24.66490346
330.9475683,64.6279538
331.5286903,-39.54335163
74.63709481,1.714021804
340.1285784,44.27630673
82.69604354,5.948158501
42.27258017,-32.40589597
41.27584767,-18.57263295
3.660068968,-18.93286514
141.1635781,26.1823236
177.7862145,-45.17346917
143.7059691,52.0514768
136.2867212,-72.60270657
50.08483796,29.04845698
101.965198,2.412177825
346.6701817,-23.74301868
218.6700716,29.7451288
182.0217717,-50.66127126
359.9790734,-65.57713344
118.1610276,-38.86281402
163.9033444,24.74973567
294.1105598,50.22110127
57.38032259,65.52598798
137.2177401,51.60464805
66.58655425,15.61827459
92.98498721,14.20876543
97.04253113,-32.58006819
78.3228004,2.861239812
319.9666282,-53.44942351
355.680603,-14.54490342
7.88945,-62.96556389
100.997029,13.22800522
117.021535,-25.93717008
337.2078601,0.020544972
318.6200638,10.00697941
333.4696971,39.71492893
151.8573457,35.24469346
151.9845089,0.371673199
206.8155975,17.45690422
224.2958266,-4.346459146
108.1401041,-46.75930414
131.6772887,-56.76977561
336.8331999,-64.9663693
87.45692423,-56.16666132
311.0097252,-51.92097138
144.8374978,-61.32806019
11.18132777,48.28436488
300.7044695,67.87356373
87.29349273,39.18107297
98.22595173,7.33296342
98.76411912,-22.96480315
101.5041667,-20.75666667
114.7057498,-26.80176428
332.0958949,-32.98843841
316.7819472,-25.00585529
322.1808363,-21.80718067
326.0357403,28.74262687
246.0257693,-20.03732734
60.2242025,-62.15928473
235.3877279,19.67039944
272.8073598,-45.95442644
322.4870644,23.63883807
200.6580672,-60.98839383
213.3708719,51.78996599
68.37729772,-29.76649375
343.1313452,-32.87547336
355.5116922,1.780041225
41.97725591,29.24711478
142.311332,-35.9513354
220.2873341,13.72828106
220.287116,13.72841686
260.9205763,37.14592858
155.2283051,-56.04323047
337.6219169,43.12337679
17.91507946,30.08963916
316.6503909,47.64840251
7.889259603,-62.96559275
348.1375158,49.40620709
90.01395746,-3.074259459
317.398537,-11.37169031
345.9692229,3.82004617
346.7510791,9.409492807
28.38254943,19.29385627
4.581906062,36.78522518
214.7774681,-13.37109608
303.9422686,27.81419438
201.0020031,-64.53566936
207.9566693,-32.99409191
246.7959838,-47.55478404
176.9963998,20.21893056
299.2367985,-27.16990026
114.3421241,-34.96853081
12.45353069,41.07891011
42.87849699,35.05974443
286.6050612,-37.06327565
112.4490905,12.0065652
0.934949342,-17.33599221
136.6323692,38.45221545
335.2564469,46.53656836
52.47809435,58.87875296
30.48937646,70.90702506
105.016815,76.97740606
224.3958637,65.93246027
230.7889585,-36.85848668
228.0553761,-19.79171089
266.8901004,-27.83079138
261.6578373,-5.08659722
311.8522403,36.49071492
154.9031281,-55.02930619
160.8845423,-60.56661966
142.9955217,-1.184663105
265.4837276,72.14886221
76.10167575,-35.48297669
324.2701278,-19.46601288
226.1114291,26.94764763
88.33185857,27.61226051
216.5342677,-45.22142543
148.0264765,54.06433228
352.2887335,12.76052255
137.0120006,-25.85853698
272.0207492,-28.45709213
243.0758537,-27.92637382
313.0320147,27.09694308
143.6202573,69.83034069
357.2314441,-28.13027069
245.1590862,-24.1693192
284.0549496,4.20360495
59.68645604,-61.40018537
287.0873742,-40.49669875
76.10167833,-35.48297067
336.1291283,49.47638867
265.4875,72.15277778
350.1593499,23.74035359
300.664504,-27.70984563
246.3539802,14.03326531
54.27366314,-40.27465021
147.9194492,-46.54762025
226.2795301,-47.05126154
55.70856364,-37.3135166
151.2811203,-13.0646267
28.38258001,19.295953
358.595975,57.4993797
290.1670555,65.71453042
83.84651779,-4.838357806
84.79644299,4.121466521
115.8849448,-28.41088183
238.402995,-25.32714131
10.33146788,-46.08500511
263.9149565,-46.50568382
222.8474164,19.10047206
198.0733108,-59.92057894
64.56090374,50.29550159
294.1768037,-24.88361911
99.32916667,5.965277778
142.2872537,-2.76894694
143.555756,36.39756009
164.1793791,-37.13776448
221.3102511,16.96427995
270.065826,4.368615635
283.6870094,22.64507723
130.6291667,-48.1
231.3342051,-38.73357787
4.272908333,38.68163611
97.20445337,-7.03306003
193.6632607,-59.14670079
57.58962048,71.33226347
28.38899933,3.187519827
166.6351111,-62.42411442
47.82242337,39.61158372
173.6902325,-54.26409222
346.9743763,75.38750061
130.0534184,64.32793695
111.6785495,49.21152519
119.9668739,-18.39920948
1.333924708,-5.707618861
4.272911875,38.68163617
290.4317618,-15.95501735
37.26632432,67.40238725
81.70928805,3.095671573
278.3757696,-42.31251369
75.77393984,21.58996269
270.1208807,-3.690269042
238.1689214,42.4515142
166.2542814,7.336006528
233.544592,-10.06452954
264.4613045,-8.118770794
138.9378309,-37.41314234
168.1500536,-60.31762498
191.5946442,-56.48881572
226.2801545,-47.0510894
14.16626721,59.18105571
58.42792408,-24.61222894
130.9182227,-7.233731191
274.5132973,-27.04264302
339.3434053,51.54512176
30.48932001,70.90706451
